year,month,zone,monthly_precip_mm
1970,12,Sahel,0.0
1971,1,Coastal,74.7
1971,1,Guinea Savanna,0.5666666666666667
1971,1,Sahel,0.39999999999999997
1971,2,Coastal,123.43333333333332
1971,2,Guinea Savanna,9.433333333333332
1971,2,Sahel,0.0
1971,3,Coastal,272.3333333333333
1971,3,Guinea Savanna,44.96666666666667
1971,3,Sahel,1.1666666666666667
1971,4,Coastal,267.8
1971,4,Guinea Savanna,44.9
1971,4,Sahel,0.4666666666666666
1971,5,Coastal,259.43333333333334
1971,5,Guinea Savanna,165.36666666666667
1971,5,Sahel,37.5
1971,6,Coastal,294.76666666666665
1971,6,Guinea Savanna,207.4666666666667
1971,6,Sahel,35.4
1971,7,Coastal,373.8666666666666
1971,7,Guinea Savanna,317.6666666666667
1971,7,Sahel,138.26666666666665
1971,8,Coastal,208.5
1971,8,Guinea Savanna,281.96666666666664
1971,8,Sahel,235.36666666666667
1971,9,Coastal,279.8666666666667
1971,9,Guinea Savanna,229.4333333333333
1971,9,Sahel,115.0
1971,10,Coastal,349.1333333333334
1971,10,Guinea Savanna,98.3
1971,10,Sahel,4.6000000000000005
1971,11,Coastal,167.26666666666668
1971,11,Guinea Savanna,0.26666666666666666
1971,11,Sahel,0.0
1971,12,Coastal,150.5
1971,12,Guinea Savanna,3.4333333333333336
1971,12,Sahel,0.0
1972,1,Coastal,109.56666666666666
1972,1,Guinea Savanna,6.3
1972,1,Sahel,0.0
1972,2,Coastal,153.1
1972,2,Guinea Savanna,12.066666666666668
1972,2,Sahel,0.0
1972,3,Coastal,231.29999999999998
1972,3,Guinea Savanna,59.199999999999996
1972,3,Sahel,2.2666666666666666
1972,4,Coastal,257.5333333333333
1972,4,Guinea Savanna,151.13333333333333
1972,4,Sahel,10.5
1972,5,Coastal,316.3333333333333
1972,5,Guinea Savanna,240.20000000000002
1972,5,Sahel,45.23333333333333
1972,6,Coastal,297.8333333333333
1972,6,Guinea Savanna,211.5
1972,6,Sahel,63.86666666666667
1972,7,Coastal,351.90000000000003
1972,7,Guinea Savanna,202.4
1972,7,Sahel,105.46666666666665
1972,8,Coastal,249.19999999999996
1972,8,Guinea Savanna,249.9333333333333
1972,8,Sahel,160.9
1972,9,Coastal,251.0666666666667
1972,9,Guinea Savanna,215.0
1972,9,Sahel,74.0
1972,10,Coastal,235.73333333333335
1972,10,Guinea Savanna,141.96666666666667
1972,10,Sahel,24.3
1972,11,Coastal,73.06666666666666
1972,11,Guinea Savanna,0.0
1972,11,Sahel,0.0
1972,12,Coastal,59.1
1972,12,Guinea Savanna,1.4000000000000001
1972,12,Sahel,0.0
1973,1,Coastal,83.10000000000001
1973,1,Guinea Savanna,0.23333333333333336
1973,1,Sahel,0.0
1973,2,Coastal,108.3
1973,2,Guinea Savanna,1.0666666666666667
1973,2,Sahel,0.0
1973,3,Coastal,178.66666666666666
1973,3,Guinea Savanna,19.866666666666667
1973,3,Sahel,0.0
1973,4,Coastal,293.23333333333335
1973,4,Guinea Savanna,71.36666666666666
1973,4,Sahel,2.5000000000000004
1973,5,Coastal,285.0
1973,5,Guinea Savanna,67.8
1973,5,Sahel,6.266666666666667
1973,6,Coastal,369.4666666666667
1973,6,Guinea Savanna,192.0
1973,6,Sahel,38.800000000000004
1973,7,Coastal,307.3
1973,7,Guinea Savanna,214.5333333333333
1973,7,Sahel,151.29999999999998
1973,8,Coastal,304.03333333333336
1973,8,Guinea Savanna,253.0
1973,8,Sahel,152.23333333333332
1973,9,Coastal,357.43333333333334
1973,9,Guinea Savanna,320.53333333333336
1973,9,Sahel,86.33333333333333
1973,10,Coastal,300.6666666666667
1973,10,Guinea Savanna,107.5
1973,10,Sahel,3.266666666666667
1973,11,Coastal,111.83333333333333
1973,11,Guinea Savanna,0.26666666666666666
1973,11,Sahel,0.0
1973,12,Coastal,156.79999999999998
1973,12,Guinea Savanna,2.6
1973,12,Sahel,0.0
1974,1,Coastal,46.4
1974,1,Guinea Savanna,0.19999999999999998
1974,1,Sahel,0.19999999999999998
1974,2,Coastal,108.5
1974,2,Guinea Savanna,5.233333333333333
1974,2,Sahel,0.03333333333333333
1974,3,Coastal,163.03333333333333
1974,3,Guinea Savanna,21.8
1974,3,Sahel,0.0
1974,4,Coastal,282.76666666666665
1974,4,Guinea Savanna,67.73333333333333
1974,4,Sahel,2.8333333333333335
1974,5,Coastal,308.03333333333336
1974,5,Guinea Savanna,133.29999999999998
1974,5,Sahel,33.333333333333336
1974,6,Coastal,360.2
1974,6,Guinea Savanna,215.4
1974,6,Sahel,37.300000000000004
1974,7,Coastal,325.76666666666665
1974,7,Guinea Savanna,241.33333333333334
1974,7,Sahel,201.96666666666667
1974,8,Coastal,228.9
1974,8,Guinea Savanna,272.09999999999997
1974,8,Sahel,225.9333333333333
1974,9,Coastal,336.6666666666667
1974,9,Guinea Savanna,240.03333333333333
1974,9,Sahel,107.36666666666667
1974,10,Coastal,328.9
1974,10,Guinea Savanna,91.89999999999999
1974,10,Sahel,9.866666666666667
1974,11,Coastal,195.5
1974,11,Guinea Savanna,2.3333333333333335
1974,11,Sahel,0.0
1974,12,Coastal,59.833333333333336
1974,12,Guinea Savanna,0.06666666666666667
1974,12,Sahel,0.0
1975,1,Coastal,23.0
1975,1,Guinea Savanna,0.06666666666666667
1975,1,Sahel,0.0
1975,2,Coastal,143.70000000000002
1975,2,Guinea Savanna,13.066666666666665
1975,2,Sahel,0.0
1975,3,Coastal,218.03333333333333
1975,3,Guinea Savanna,26.96666666666667
1975,3,Sahel,0.10000000000000002
1975,4,Coastal,244.9
1975,4,Guinea Savanna,107.36666666666667
1975,4,Sahel,6.066666666666666
1975,5,Coastal,255.36666666666667
1975,5,Guinea Savanna,208.5666666666667
1975,5,Sahel,41.36666666666667
1975,6,Coastal,277.8
1975,6,Guinea Savanna,192.5666666666667
1975,6,Sahel,46.53333333333333
1975,7,Coastal,377.59999999999997
1975,7,Guinea Savanna,290.4
1975,7,Sahel,180.96666666666667
1975,8,Coastal,105.10000000000001
1975,8,Guinea Savanna,196.79999999999998
1975,8,Sahel,275.8333333333333
1975,9,Coastal,232.63333333333333
1975,9,Guinea Savanna,225.96666666666667
1975,9,Sahel,126.33333333333333
1975,10,Coastal,303.03333333333336
1975,10,Guinea Savanna,83.1
1975,10,Sahel,3.2999999999999994
1975,11,Coastal,291.73333333333335
1975,11,Guinea Savanna,30.600000000000005
1975,11,Sahel,0.06666666666666667
1975,12,Coastal,99.76666666666667
1975,12,Guinea Savanna,4.266666666666667
1975,12,Sahel,0.0
1976,1,Coastal,85.83333333333333
1976,1,Guinea Savanna,0.6666666666666666
1976,1,Sahel,0.0
1976,2,Coastal,257.76666666666665
1976,2,Guinea Savanna,48.800000000000004
1976,2,Sahel,0.4333333333333333
1976,3,Coastal,231.73333333333335
1976,3,Guinea Savanna,25.599999999999998
1976,3,Sahel,0.0
1976,4,Coastal,246.23333333333335
1976,4,Guinea Savanna,95.26666666666667
1976,4,Sahel,9.266666666666667
1976,5,Coastal,280.59999999999997
1976,5,Guinea Savanna,207.70000000000002
1976,5,Sahel,35.9
1976,6,Coastal,337.0
1976,6,Guinea Savanna,207.73333333333335
1976,6,Sahel,72.2
1976,7,Coastal,217.63333333333333
1976,7,Guinea Savanna,164.73333333333335
1976,7,Sahel,105.13333333333333
1976,8,Coastal,233.13333333333335
1976,8,Guinea Savanna,220.23333333333335
1976,8,Sahel,154.33333333333334
1976,9,Coastal,222.86666666666667
1976,9,Guinea Savanna,244.26666666666665
1976,9,Sahel,86.36666666666667
1976,10,Coastal,312.43333333333334
1976,10,Guinea Savanna,192.80000000000004
1976,10,Sahel,68.73333333333333
1976,11,Coastal,212.26666666666665
1976,11,Guinea Savanna,23.833333333333332
1976,11,Sahel,0.03333333333333333
1976,12,Coastal,118.10000000000001
1976,12,Guinea Savanna,2.0
1976,12,Sahel,0.0
1977,1,Coastal,99.76666666666667
1977,1,Guinea Savanna,6.7
1977,1,Sahel,0.0
1977,2,Coastal,80.06666666666666
1977,2,Guinea Savanna,1.1
1977,2,Sahel,0.0
1977,3,Coastal,97.93333333333334
1977,3,Guinea Savanna,18.566666666666666
1977,3,Sahel,1.5
1977,4,Coastal,224.0
1977,4,Guinea Savanna,10.766666666666666
1977,4,Sahel,0.0
1977,5,Coastal,280.3666666666667
1977,5,Guinea Savanna,151.86666666666667
1977,5,Sahel,21.63333333333333
1977,6,Coastal,311.0
1977,6,Guinea Savanna,155.53333333333333
1977,6,Sahel,64.33333333333333
1977,7,Coastal,283.53333333333336
1977,7,Guinea Savanna,189.63333333333333
1977,7,Sahel,125.0
1977,8,Coastal,166.20000000000002
1977,8,Guinea Savanna,208.4666666666667
1977,8,Sahel,270.90000000000003
1977,9,Coastal,297.06666666666666
1977,9,Guinea Savanna,218.69999999999996
1977,9,Sahel,93.03333333333335
1977,10,Coastal,257.56666666666666
1977,10,Guinea Savanna,113.16666666666667
1977,10,Sahel,11.299999999999999
1977,11,Coastal,113.26666666666667
1977,11,Guinea Savanna,0.06666666666666667
1977,11,Sahel,0.0
1977,12,Coastal,83.46666666666665
1977,12,Guinea Savanna,2.533333333333333
1977,12,Sahel,0.0
1978,1,Coastal,56.06666666666667
1978,1,Guinea Savanna,0.5666666666666667
1978,1,Sahel,0.0
1978,2,Coastal,123.56666666666666
1978,2,Guinea Savanna,9.933333333333334
1978,2,Sahel,0.0
1978,3,Coastal,262.90000000000003
1978,3,Guinea Savanna,33.0
1978,3,Sahel,2.9000000000000004
1978,4,Coastal,266.56666666666666
1978,4,Guinea Savanna,194.29999999999998
1978,4,Sahel,30.900000000000002
1978,5,Coastal,253.79999999999998
1978,5,Guinea Savanna,202.0666666666667
1978,5,Sahel,54.6
1978,6,Coastal,370.2
1978,6,Guinea Savanna,219.4
1978,6,Sahel,84.60000000000001
1978,7,Coastal,186.1
1978,7,Guinea Savanna,228.4
1978,7,Sahel,147.23333333333335
1978,8,Coastal,196.20000000000002
1978,8,Guinea Savanna,344.93333333333334
1978,8,Sahel,170.23333333333332
1978,9,Coastal,367.7333333333333
1978,9,Guinea Savanna,205.26666666666668
1978,9,Sahel,107.06666666666666
1978,10,Coastal,309.3333333333333
1978,10,Guinea Savanna,152.5
1978,10,Sahel,18.099999999999998
1978,11,Coastal,124.83333333333333
1978,11,Guinea Savanna,9.866666666666667
1978,11,Sahel,0.03333333333333333
1978,12,Coastal,73.66666666666667
1978,12,Guinea Savanna,0.6333333333333334
1978,12,Sahel,0.0
1979,1,Coastal,49.03333333333333
1979,1,Guinea Savanna,2.466666666666667
1979,1,Sahel,0.0
1979,2,Coastal,130.26666666666668
1979,2,Guinea Savanna,6.366666666666666
1979,2,Sahel,0.0
1979,3,Coastal,192.9
1979,3,Guinea Savanna,29.833333333333332
1979,3,Sahel,0.8999999999999999
1979,4,Coastal,288.56666666666666
1979,4,Guinea Savanna,91.63333333333333
1979,4,Sahel,6.8
1979,5,Coastal,244.0
1979,5,Guinea Savanna,215.70000000000002
1979,5,Sahel,71.43333333333334
1979,6,Coastal,415.3
1979,6,Guinea Savanna,224.53333333333333
1979,6,Sahel,91.0
1979,7,Coastal,365.6666666666667
1979,7,Guinea Savanna,232.9333333333333
1979,7,Sahel,167.70000000000002
1979,8,Coastal,237.16666666666666
1979,8,Guinea Savanna,250.29999999999998
1979,8,Sahel,146.86666666666667
1979,9,Coastal,317.43333333333334
1979,9,Guinea Savanna,244.83333333333334
1979,9,Sahel,87.46666666666665
1979,10,Coastal,288.90000000000003
1979,10,Guinea Savanna,99.53333333333335
1979,10,Sahel,11.166666666666666
1979,11,Coastal,230.73333333333335
1979,11,Guinea Savanna,16.633333333333333
1979,11,Sahel,0.6333333333333334
1979,12,Coastal,38.56666666666667
1979,12,Guinea Savanna,0.13333333333333333
1979,12,Sahel,0.0
1980,1,Coastal,76.16666666666667
1980,1,Guinea Savanna,0.3666666666666667
1980,1,Sahel,0.0
1980,2,Coastal,118.66666666666667
1980,2,Guinea Savanna,4.233333333333333
1980,2,Sahel,0.0
1980,3,Coastal,195.83333333333334
1980,3,Guinea Savanna,14.166666666666666
1980,3,Sahel,0.0
1980,4,Coastal,284.1666666666667
1980,4,Guinea Savanna,35.333333333333336
1980,4,Sahel,5.033333333333334
1980,5,Coastal,370.59999999999997
1980,5,Guinea Savanna,183.79999999999998
1980,5,Sahel,61.93333333333334
1980,6,Coastal,381.59999999999997
1980,6,Guinea Savanna,221.4
1980,6,Sahel,77.06666666666666
1980,7,Coastal,326.46666666666664
1980,7,Guinea Savanna,248.80000000000004
1980,7,Sahel,182.0666666666667
1980,8,Coastal,366.5333333333333
1980,8,Guinea Savanna,316.2
1980,8,Sahel,169.83333333333334
1980,9,Coastal,293.8
1980,9,Guinea Savanna,236.4333333333333
1980,9,Sahel,55.699999999999996
1980,10,Coastal,392.8333333333333
1980,10,Guinea Savanna,187.5
1980,10,Sahel,16.433333333333334
1980,11,Coastal,224.13333333333333
1980,11,Guinea Savanna,15.066666666666668
1980,11,Sahel,0.2333333333333333
1980,12,Coastal,67.8
1980,12,Guinea Savanna,2.3000000000000003
1980,12,Sahel,0.0
1981,1,Coastal,63.06666666666666
1981,1,Guinea Savanna,0.5666666666666667
1981,1,Sahel,0.0
1981,2,Coastal,72.43333333333334
1981,2,Guinea Savanna,4.1000000000000005
1981,2,Sahel,0.0
1981,3,Coastal,219.83333333333334
1981,3,Guinea Savanna,11.133333333333333
1981,3,Sahel,0.2333333333333333
1981,4,Coastal,230.26666666666665
1981,4,Guinea Savanna,76.89999999999999
1981,4,Sahel,13.666666666666666
1981,5,Coastal,339.56666666666666
1981,5,Guinea Savanna,224.79999999999998
1981,5,Sahel,45.6
1981,6,Coastal,323.8333333333333
1981,6,Guinea Savanna,159.76666666666665
1981,6,Sahel,61.96666666666667
1981,7,Coastal,288.3333333333333
1981,7,Guinea Savanna,233.83333333333334
1981,7,Sahel,197.96666666666667
1981,8,Coastal,229.26666666666665
1981,8,Guinea Savanna,282.0
1981,8,Sahel,141.66666666666666
1981,9,Coastal,279.40000000000003
1981,9,Guinea Savanna,241.13333333333333
1981,9,Sahel,116.53333333333335
1981,10,Coastal,303.40000000000003
1981,10,Guinea Savanna,95.66666666666667
1981,10,Sahel,1.5333333333333332
1981,11,Coastal,122.56666666666666
1981,11,Guinea Savanna,1.8666666666666665
1981,11,Sahel,0.0
1981,12,Coastal,67.06666666666666
1981,12,Guinea Savanna,0.8333333333333334
1981,12,Sahel,0.0
1982,1,Coastal,131.20000000000002
1982,1,Guinea Savanna,5.433333333333334
1982,1,Sahel,0.5
1982,2,Coastal,117.66666666666667
1982,2,Guinea Savanna,20.033333333333335
1982,2,Sahel,0.13333333333333333
1982,3,Coastal,215.1
1982,3,Guinea Savanna,32.06666666666667
1982,3,Sahel,0.6666666666666666
1982,4,Coastal,214.73333333333335
1982,4,Guinea Savanna,101.8
1982,4,Sahel,3.8000000000000003
1982,5,Coastal,319.93333333333334
1982,5,Guinea Savanna,182.03333333333333
1982,5,Sahel,16.566666666666666
1982,6,Coastal,320.76666666666665
1982,6,Guinea Savanna,224.46666666666667
1982,6,Sahel,58.699999999999996
1982,7,Coastal,322.7
1982,7,Guinea Savanna,224.73333333333335
1982,7,Sahel,111.13333333333333
1982,8,Coastal,133.73333333333335
1982,8,Guinea Savanna,238.20000000000002
1982,8,Sahel,162.20000000000002
1982,9,Coastal,232.79999999999998
1982,9,Guinea Savanna,273.43333333333334
1982,9,Sahel,64.46666666666665
1982,10,Coastal,257.8333333333333
1982,10,Guinea Savanna,122.3
1982,10,Sahel,16.966666666666665
1982,11,Coastal,109.10000000000001
1982,11,Guinea Savanna,1.7666666666666668
1982,11,Sahel,0.0
1982,12,Coastal,77.60000000000001
1982,12,Guinea Savanna,0.0
1982,12,Sahel,0.0
1983,1,Coastal,0.0
1983,1,Guinea Savanna,0.0
1983,1,Sahel,0.0
1983,2,Coastal,34.06666666666667
1983,2,Guinea Savanna,0.7333333333333334
1983,2,Sahel,0.0
1983,3,Coastal,74.8
1983,3,Guinea Savanna,19.366666666666667
1983,3,Sahel,3.033333333333333
1983,4,Coastal,199.63333333333333
1983,4,Guinea Savanna,37.13333333333333
1983,4,Sahel,0.03333333333333333
1983,5,Coastal,271.40000000000003
1983,5,Guinea Savanna,138.5
1983,5,Sahel,9.833333333333334
1983,6,Coastal,420.6000000000001
1983,6,Guinea Savanna,191.86666666666667
1983,6,Sahel,43.96666666666666
1983,7,Coastal,173.4
1983,7,Guinea Savanna,242.23333333333335
1983,7,Sahel,95.83333333333333
1983,8,Coastal,113.23333333333333
1983,8,Guinea Savanna,185.4
1983,8,Sahel,127.83333333333333
1983,9,Coastal,282.7
1983,9,Guinea Savanna,216.5666666666667
1983,9,Sahel,72.46666666666667
1983,10,Coastal,265.09999999999997
1983,10,Guinea Savanna,21.099999999999998
1983,10,Sahel,1.5
1983,11,Coastal,170.4
1983,11,Guinea Savanna,1.7666666666666666
1983,11,Sahel,0.0
1983,12,Coastal,153.63333333333333
1983,12,Guinea Savanna,7.7
1983,12,Sahel,0.0
1984,1,Coastal,15.666666666666666
1984,1,Guinea Savanna,0.06666666666666667
1984,1,Sahel,0.0
1984,2,Coastal,55.06666666666666
1984,2,Guinea Savanna,0.46666666666666673
1984,2,Sahel,0.0
1984,3,Coastal,210.76666666666665
1984,3,Guinea Savanna,36.4
1984,3,Sahel,0.0
1984,4,Coastal,233.66666666666666
1984,4,Guinea Savanna,89.2
1984,4,Sahel,18.566666666666666
1984,5,Coastal,245.0666666666667
1984,5,Guinea Savanna,214.5666666666667
1984,5,Sahel,43.23333333333333
1984,6,Coastal,243.29999999999998
1984,6,Guinea Savanna,205.0666666666667
1984,6,Sahel,44.03333333333334
1984,7,Coastal,316.2
1984,7,Guinea Savanna,243.6
1984,7,Sahel,94.83333333333333
1984,8,Coastal,305.43333333333334
1984,8,Guinea Savanna,246.86666666666667
1984,8,Sahel,72.0
1984,9,Coastal,268.26666666666665
1984,9,Guinea Savanna,247.5666666666667
1984,9,Sahel,76.13333333333334
1984,10,Coastal,275.43333333333334
1984,10,Guinea Savanna,109.83333333333333
1984,10,Sahel,5.833333333333333
1984,11,Coastal,149.16666666666666
1984,11,Guinea Savanna,4.866666666666666
1984,11,Sahel,0.0
1984,12,Coastal,67.76666666666667
1984,12,Guinea Savanna,5.7
1984,12,Sahel,0.0
1985,1,Coastal,124.46666666666665
1985,1,Guinea Savanna,2.5666666666666664
1985,1,Sahel,0.03333333333333333
1985,2,Coastal,38.46666666666667
1985,2,Guinea Savanna,0.7999999999999999
1985,2,Sahel,0.0
1985,3,Coastal,237.13333333333333
1985,3,Guinea Savanna,47.300000000000004
1985,3,Sahel,4.933333333333334
1985,4,Coastal,229.96666666666667
1985,4,Guinea Savanna,43.36666666666667
1985,4,Sahel,0.6
1985,5,Coastal,327.7
1985,5,Guinea Savanna,177.70000000000002
1985,5,Sahel,16.566666666666666
1985,6,Coastal,314.8666666666667
1985,6,Guinea Savanna,167.79999999999998
1985,6,Sahel,52.53333333333333
1985,7,Coastal,313.6666666666667
1985,7,Guinea Savanna,266.6666666666667
1985,7,Sahel,137.9333333333333
1985,8,Coastal,310.23333333333335
1985,8,Guinea Savanna,264.26666666666665
1985,8,Sahel,181.9333333333333
1985,9,Coastal,270.5333333333333
1985,9,Guinea Savanna,258.7
1985,9,Sahel,113.5
1985,10,Coastal,310.1666666666667
1985,10,Guinea Savanna,64.86666666666666
1985,10,Sahel,3.266666666666667
1985,11,Coastal,223.63333333333333
1985,11,Guinea Savanna,11.200000000000001
1985,11,Sahel,0.0
1985,12,Coastal,62.833333333333336
1985,12,Guinea Savanna,0.19999999999999998
1985,12,Sahel,0.0
1986,1,Coastal,43.93333333333334
1986,1,Guinea Savanna,1.0333333333333334
1986,1,Sahel,0.0
1986,2,Coastal,120.93333333333334
1986,2,Guinea Savanna,8.700000000000001
1986,2,Sahel,0.0
1986,3,Coastal,217.23333333333332
1986,3,Guinea Savanna,37.1
1986,3,Sahel,0.6
1986,4,Coastal,184.03333333333333
1986,4,Guinea Savanna,46.26666666666667
1986,4,Sahel,0.6666666666666666
1986,5,Coastal,248.29999999999998
1986,5,Guinea Savanna,165.96666666666667
1986,5,Sahel,11.1
1986,6,Coastal,215.33333333333334
1986,6,Guinea Savanna,153.8
1986,6,Sahel,39.6
1986,7,Coastal,350.5
1986,7,Guinea Savanna,246.5666666666667
1986,7,Sahel,170.16666666666666
1986,8,Coastal,260.23333333333335
1986,8,Guinea Savanna,282.3
1986,8,Sahel,159.1
1986,9,Coastal,247.0
1986,9,Guinea Savanna,222.70000000000002
1986,9,Sahel,117.66666666666667
1986,10,Coastal,432.5
1986,10,Guinea Savanna,94.8
1986,10,Sahel,10.133333333333335
1986,11,Coastal,183.46666666666667
1986,11,Guinea Savanna,22.8
1986,11,Sahel,0.03333333333333333
1986,12,Coastal,27.433333333333334
1986,12,Guinea Savanna,0.0
1986,12,Sahel,0.0
1987,1,Coastal,29.366666666666664
1987,1,Guinea Savanna,0.0
1987,1,Sahel,0.0
1987,2,Coastal,120.16666666666667
1987,2,Guinea Savanna,10.133333333333335
1987,2,Sahel,0.0
1987,3,Coastal,215.63333333333335
1987,3,Guinea Savanna,61.53333333333334
1987,3,Sahel,0.8333333333333334
1987,4,Coastal,148.03333333333333
1987,4,Guinea Savanna,16.7
1987,4,Sahel,0.43333333333333335
1987,5,Coastal,258.3333333333333
1987,5,Guinea Savanna,82.36666666666667
1987,5,Sahel,19.333333333333332
1987,6,Coastal,315.53333333333336
1987,6,Guinea Savanna,267.26666666666665
1987,6,Sahel,65.0
1987,7,Coastal,302.8666666666667
1987,7,Guinea Savanna,216.9333333333333
1987,7,Sahel,95.73333333333333
1987,8,Coastal,336.7
1987,8,Guinea Savanna,327.43333333333334
1987,8,Sahel,171.33333333333334
1987,9,Coastal,298.8666666666667
1987,9,Guinea Savanna,244.4
1987,9,Sahel,79.76666666666667
1987,10,Coastal,320.06666666666666
1987,10,Guinea Savanna,103.83333333333333
1987,10,Sahel,16.666666666666668
1987,11,Coastal,138.33333333333334
1987,11,Guinea Savanna,0.43333333333333335
1987,11,Sahel,0.0
1987,12,Coastal,67.89999999999999
1987,12,Guinea Savanna,0.39999999999999997
1987,12,Sahel,0.0
1988,1,Coastal,61.93333333333334
1988,1,Guinea Savanna,3.4
1988,1,Sahel,0.0
1988,2,Coastal,73.03333333333333
1988,2,Guinea Savanna,11.633333333333333
1988,2,Sahel,0.0
1988,3,Coastal,208.26666666666665
1988,3,Guinea Savanna,31.066666666666666
1988,3,Sahel,0.0
1988,4,Coastal,285.0
1988,4,Guinea Savanna,110.36666666666667
1988,4,Sahel,16.400000000000002
1988,5,Coastal,299.90000000000003
1988,5,Guinea Savanna,108.60000000000001
1988,5,Sahel,15.700000000000001
1988,6,Coastal,371.8666666666666
1988,6,Guinea Savanna,260.9
1988,6,Sahel,81.23333333333333
1988,7,Coastal,293.1333333333333
1988,7,Guinea Savanna,235.66666666666666
1988,7,Sahel,129.33333333333334
1988,8,Coastal,213.4333333333333
1988,8,Guinea Savanna,332.1333333333334
1988,8,Sahel,239.16666666666666
1988,9,Coastal,339.8
1988,9,Guinea Savanna,284.6333333333334
1988,9,Sahel,153.1
1988,10,Coastal,359.26666666666665
1988,10,Guinea Savanna,44.93333333333334
1988,10,Sahel,10.700000000000001
1988,11,Coastal,167.16666666666666
1988,11,Guinea Savanna,3.733333333333333
1988,11,Sahel,0.0
1988,12,Coastal,109.23333333333333
1988,12,Guinea Savanna,4.233333333333333
1988,12,Sahel,0.0
1989,1,Coastal,1.4000000000000001
1989,1,Guinea Savanna,0.0
1989,1,Sahel,0.0
1989,2,Coastal,14.633333333333335
1989,2,Guinea Savanna,0.0
1989,2,Sahel,0.0
1989,3,Coastal,159.20000000000002
1989,3,Guinea Savanna,22.5
1989,3,Sahel,0.0
1989,4,Coastal,210.0666666666667
1989,4,Guinea Savanna,39.333333333333336
1989,4,Sahel,5.533333333333332
1989,5,Coastal,281.76666666666665
1989,5,Guinea Savanna,172.83333333333334
1989,5,Sahel,15.4
1989,6,Coastal,392.7
1989,6,Guinea Savanna,202.9666666666667
1989,6,Sahel,56.03333333333333
1989,7,Coastal,337.9666666666667
1989,7,Guinea Savanna,261.3
1989,7,Sahel,105.40000000000002
1989,8,Coastal,315.1666666666667
1989,8,Guinea Savanna,275.26666666666665
1989,8,Sahel,238.29999999999998
1989,9,Coastal,273.6666666666667
1989,9,Guinea Savanna,205.79999999999998
1989,9,Sahel,67.16666666666667
1989,10,Coastal,290.09999999999997
1989,10,Guinea Savanna,129.26666666666668
1989,10,Sahel,17.76666666666667
1989,11,Coastal,108.36666666666667
1989,11,Guinea Savanna,0.5333333333333333
1989,11,Sahel,0.0
1989,12,Coastal,72.63333333333333
1989,12,Guinea Savanna,4.433333333333333
1989,12,Sahel,0.0
1990,1,Coastal,73.60000000000001
1990,1,Guinea Savanna,1.9999999999999998
1990,1,Sahel,0.0
1990,2,Coastal,49.800000000000004
1990,2,Guinea Savanna,5.133333333333334
1990,2,Sahel,0.0
1990,3,Coastal,53.6
1990,3,Guinea Savanna,0.5
1990,3,Sahel,0.0
1990,4,Coastal,254.1
1990,4,Guinea Savanna,64.66666666666667
1990,4,Sahel,2.8000000000000003
1990,5,Coastal,306.1333333333333
1990,5,Guinea Savanna,173.36666666666667
1990,5,Sahel,32.233333333333334
1990,6,Coastal,222.9333333333333
1990,6,Guinea Savanna,170.43333333333334
1990,6,Sahel,41.800000000000004
1990,7,Coastal,411.9333333333334
1990,7,Guinea Savanna,265.8666666666666
1990,7,Sahel,136.66666666666666
1990,8,Coastal,285.6333333333333
1990,8,Guinea Savanna,262.53333333333336
1990,8,Sahel,109.03333333333335
1990,9,Coastal,269.53333333333336
1990,9,Guinea Savanna,229.0666666666667
1990,9,Sahel,62.43333333333334
1990,10,Coastal,257.8333333333333
1990,10,Guinea Savanna,79.89999999999999
1990,10,Sahel,7.066666666666667
1990,11,Coastal,225.36666666666667
1990,11,Guinea Savanna,4.933333333333334
1990,11,Sahel,0.0
1990,12,Coastal,159.86666666666667
1990,12,Guinea Savanna,4.5
1990,12,Sahel,0.06666666666666667
1991,1,Coastal,32.93333333333334
1991,1,Guinea Savanna,0.9333333333333332
1991,1,Sahel,0.0
1991,2,Coastal,112.33333333333333
1991,2,Guinea Savanna,6.666666666666667
1991,2,Sahel,0.13333333333333333
1991,3,Coastal,177.03333333333333
1991,3,Guinea Savanna,30.400000000000002
1991,3,Sahel,1.4333333333333333
1991,4,Coastal,273.8666666666667
1991,4,Guinea Savanna,83.83333333333333
1991,4,Sahel,7.233333333333334
1991,5,Coastal,272.3333333333333
1991,5,Guinea Savanna,240.70000000000002
1991,5,Sahel,148.53333333333333
1991,6,Coastal,252.20000000000002
1991,6,Guinea Savanna,196.9
1991,6,Sahel,56.5
1991,7,Coastal,356.4666666666667
1991,7,Guinea Savanna,262.43333333333334
1991,7,Sahel,111.3
1991,8,Coastal,269.8
1991,8,Guinea Savanna,300.06666666666666
1991,8,Sahel,159.66666666666666
1991,9,Coastal,281.59999999999997
1991,9,Guinea Savanna,176.33333333333334
1991,9,Sahel,37.266666666666666
1991,10,Coastal,292.8333333333333
1991,10,Guinea Savanna,121.3
1991,10,Sahel,27.400000000000002
1991,11,Coastal,169.63333333333333
1991,11,Guinea Savanna,0.9333333333333335
1991,11,Sahel,0.0
1991,12,Coastal,27.133333333333336
1991,12,Guinea Savanna,0.43333333333333335
1991,12,Sahel,0.0
1992,1,Coastal,17.099999999999998
1992,1,Guinea Savanna,1.6666666666666667
1992,1,Sahel,0.0
1992,2,Coastal,16.233333333333334
1992,2,Guinea Savanna,1.7666666666666666
1992,2,Sahel,0.0
1992,3,Coastal,191.66666666666666
